0 , 11.25 ,  60 
1.0 , 22.5 ,  60 
2.0 , 33.75 ,  60 
3.0 , 45.0 ,  60 
4.0 , 56.25 ,  60 
5.0 , 67.5 ,  60 
6.0 , 78.75 ,  60 
7.0 , 90.0 ,  60 
8.0 , 101.25 ,  60 
9.0 , 112.5 ,  60 
10.0 , 123.75 ,  60 
11.0 , 135.0 ,  60 
12.0 , 146.25 ,  60 
13.0 , 157.5 ,  60 
14.0 , 168.75 ,  60 
15.0 , 180.0 ,  60 
16.0 , 191.25 ,  60 
17.0 , 202.5 ,  60 
18.0 , 213.75 ,  60 
